"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"61","RT @KirkDBorne: &gt; @gopivotal introduces R for #BigData with PivotalR: http://t.co/flmv3GHxaH #Rstats #DataScience #Analytics http://t.co/if…",FALSE,0,NA,2014-06-01 21:17:36,FALSE,NA,"473211785252986880",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">HootSuite</a>","dataScienceRet",14,TRUE,FALSE,NA,NA
"62","RT @KirkDBorne: &gt; @gopivotal introduces R for #BigData with PivotalR: http://t.co/flmv3GHxaH #Rstats #DataScience #Analytics http://t.co/if…",FALSE,0,NA,2014-06-01 21:17:25,FALSE,NA,"473211740151615488",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">HootSuite</a>","Quesada",14,TRUE,FALSE,NA,NA
"63","RT @KirkDBorne: &gt; @gopivotal introduces R for #BigData with PivotalR: http://t.co/flmv3GHxaH #Rstats #DataScience #Analytics http://t.co/if…",FALSE,0,NA,2014-06-01 21:16:58,FALSE,NA,"473211625445814272",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MColebrook",14,TRUE,FALSE,NA,NA
"64","RT @stefanbache: Some ideas for new features in #rstats package magrittr are now published on https://t.co/iQL44C8SrV. Let me know what you…",FALSE,0,NA,2014-06-01 20:52:48,FALSE,NA,"473205543947882496",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","recology_",1,TRUE,FALSE,NA,NA
"65","""Visualizing #ggplot2 internals with #shiny &amp; #d3js"". Blog post and public link to follow #rstats http://t.co/fvRcoTDfqM",FALSE,5,NA,2014-06-01 20:48:41,FALSE,NA,"473204508848558080",NA,"<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","cpsievert",0,FALSE,FALSE,NA,NA
"66","RT @ianjacobs: ""Modeling data with functional programming in R – Vector mechanics"" #rstats http://t.co/gaC9x52C8D",FALSE,0,NA,2014-06-01 20:44:27,FALSE,NA,"473203445294317568",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","PeterHall001",3,TRUE,FALSE,NA,NA
"67","RT @KirkDBorne: &gt; @gopivotal introduces R for #BigData with PivotalR: http://t.co/flmv3GHxaH #Rstats #DataScience #Analytics http://t.co/if…",FALSE,0,NA,2014-06-01 20:30:16,FALSE,NA,"473199875732303872",NA,"<a href=""https://roundteam.co"" rel=""nofollow"">RoundTeam</a>","jackwmson",14,TRUE,FALSE,NA,NA
"68","RT @ramnath_vaidya: agebyname v0.1 #rstats package to replicate .@FiveThirtyEight analysis on how to estimate age from name + more!! https:…",FALSE,0,NA,2014-06-01 20:29:28,FALSE,NA,"473199673881403392",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","vivekhpatil",9,TRUE,FALSE,NA,NA
"69","RT @KirkDBorne: &gt; @gopivotal introduces R for #BigData with PivotalR: http://t.co/flmv3GHxaH #Rstats #DataScience #Analytics http://t.co/if…",FALSE,0,NA,2014-06-01 20:23:54,FALSE,NA,"473198272472182784",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","medhi",14,TRUE,FALSE,NA,NA
"70","RT @KirkDBorne: &gt; @gopivotal introduces R for #BigData with PivotalR: http://t.co/flmv3GHxaH #Rstats #DataScience #Analytics http://t.co/if…",FALSE,0,NA,2014-06-01 20:22:16,FALSE,NA,"473197859912048640",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","Briefing_Room",14,TRUE,FALSE,NA,NA
"71","&gt; @gopivotal introduces R for #BigData with PivotalR: http://t.co/flmv3GHxaH #Rstats #DataScience #Analytics http://t.co/ifsqbeNQW6",FALSE,16,NA,2014-06-01 20:20:21,FALSE,NA,"473197379139563520",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","KirkDBorne",14,FALSE,FALSE,NA,NA
"72","""Modeling data with functional programming in R – Vector mechanics"" #rstats http://t.co/gaC9x52C8D",FALSE,3,NA,2014-06-01 19:56:48,FALSE,NA,"473191451007156224",NA,"<a href=""http://www.apple.com"" rel=""nofollow"">iOS</a>","ianjacobs",3,FALSE,FALSE,NA,NA
"73","Some ideas for new features in #rstats package magrittr are now published on https://t.co/iQL44C8SrV. Let me know what you like!",FALSE,1,NA,2014-06-01 19:01:24,FALSE,NA,"473177511011295233",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","stefanbache",1,FALSE,FALSE,NA,NA
"74","RT @JulianHi: Check out my new tutorial: Visualize Your Foursquare Check-ins with R http://t.co/t8vB05O3N2  #rstats http://t.co/rlT6unqZ6D",FALSE,0,NA,2014-06-01 18:54:44,FALSE,NA,"473175834992574464",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","nierhoff",3,TRUE,FALSE,NA,NA
"75","Mi vista por la Feria del Libro #rstats http://t.co/Z0x2gW9hLy",FALSE,0,NA,2014-06-01 18:53:51,FALSE,NA,"473175610123386880",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ottofwagner",0,FALSE,FALSE,"-3.6609203","40.4889452"
"76","RT @statisticsblog: Modeling data with functional programming in #rstats – Vector mechanics. http://t.co/RehKxKjaGf",FALSE,0,NA,2014-06-01 18:45:16,FALSE,NA,"473173449343782914",NA,"<a href=""http://twitter.com/msgbi"" rel=""nofollow"">msgbimathbubble/t</a>","msgbimathbubble",3,TRUE,FALSE,NA,NA
"77","Fun day replicating fivethirtyeight analysis in #rstats and #python, thanks to #dplyr by @hadleywickham and #pandas by @wesmckinn",FALSE,5,NA,2014-06-01 18:43:30,FALSE,NA,"473173007066996737",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ramnath_vaidya",0,FALSE,FALSE,NA,NA
"78","RT @kdnuggets: AcademyR offers Revolution R Enterprise Professional Certification #rstats http://t.co/2I2Yd9bT9o",FALSE,0,NA,2014-06-01 18:30:14,FALSE,NA,"473169668635914240",NA,"<a href=""http://twitter.com/msgbi"" rel=""nofollow"">msgbimathbubble/t</a>","msgbimathbubble",6,TRUE,FALSE,NA,NA
